Id,Name,Canonical,Region,Country,Country Code
"1000366","Gympie","Gympie,Queensland,Australia","Queensland","Australia",au"
"1000376","Kingston","Kingston,Tasmania,Australia","Tasmania","Australia",au"
"1000377","Kawana","Kawana,Queensland,Australia","Queensland","Australia",au"
"1000380","Mackay","Mackay,Queensland,Australia","Queensland","Australia",au"
"1000382","Maroochydore","Maroochydore,Queensland,Australia","Queensland","Australia",au"
"1000383","Maryborough","Maryborough,Queensland,Australia","Queensland","Australia",au"
"1000388","Mount Isa","Mount Isa,Queensland,Australia","Queensland","Australia",au"
"1000390","Nambour","Nambour,Queensland,Australia","Queensland","Australia",au"
"1000392","Nerang","Nerang,Queensland,Australia","Queensland","Australia",au"
"1000401","Redcliffe","Redcliffe,Queensland,Australia","Queensland","Australia",au"
"1000404","Rockhampton","Rockhampton,Queensland,Australia","Queensland","Australia",au"
"1000412","Toowoomba","Toowoomba,Queensland,Australia","Queensland","Australia",au"
"1000414","Townsville","Townsville,Queensland,Australia","Queensland","Australia",au"
"1000415","Warwick","Warwick,Queensland,Australia","Queensland","Australia",au"
"1000422","Adelaide","Adelaide,South Australia,Australia","South Australia","Australia",au"
"1000438","Gawler","Gawler,South Australia,Australia","South Australia","Australia",au"
"1000449","Mount Gambier","Mount Gambier,South Australia,Australia","South Australia","Australia",au"
"1000450","Murray Bridge","Murray Bridge,South Australia,Australia","South Australia","Australia",au"
"1000456","Port Augusta","Port Augusta,South Australia,Australia","South Australia","Australia",au"
"1000457","Port Lincoln","Port Lincoln,South Australia,Australia","South Australia","Australia",au"
"1000458","Port Pirie","Port Pirie,South Australia,Australia","South Australia","Australia",au"
"1000469","Whyalla","Whyalla,South Australia,Australia","South Australia","Australia",au"
"1000476","Burnie - Somerset","Burnie - Somerset,Tasmania,Australia","Tasmania","Australia",au"
"1000479","Devonport","Devonport,Tasmania,Australia","Tasmania","Australia",au"
"1000480","Hobart","Hobart,Tasmania,Australia","Tasmania","Australia",au"
"1000481","Launceston","Launceston,Tasmania,Australia","Tasmania","Australia",au"
"1000485","Ulverstone","Ulverstone,Tasmania,Australia","Tasmania","Australia",au"
